housing_median_age,population,median_income,month,median_house_value,ocean_proximity
33,34,5.2949,6,350000,<1H OCEAN
18,209,4.6806,6,187500,<1H OCEAN
22,1486,5.9639,6,262300,<1H OCEAN
14,2138,7.3658,6,288500,<1H OCEAN
20,1886,6.5843,6,272200,<1H OCEAN
15,2569,5.6549,6,301900,<1H OCEAN
20,1997,5.5918,6,260500,<1H OCEAN
25,811,5.2037,6,242200,<1H OCEAN
24,1912,5.7951,6,226900,<1H OCEAN
24,1616,5.7457,6,240600,<1H OCEAN
21,1203,3.2083,6,145300,<1H OCEAN
19,1149,3.1534,6,324400,<1H OCEAN
7,1367,4.6563,6,162400,<1H OCEAN
15,1766,2.4929,6,158500,<1H OCEAN
16,1534,3.0227,6,297100,<1H OCEAN
19,891,5.6573,6,216000,<1H OCEAN
18,2726,2.7759,6,200000,<1H OCEAN
28,2197,3.4856,6,142800,<1H OCEAN
22,971,3.1667,6,113900,<1H OCEAN
13,1546,5.8243,6,297900,<1H OCEAN
18,1027,7.0526,6,327500,<1H OCEAN
24,1050,4.6172,6,238300,<1H OCEAN
19,1430,5.3339,6,371700,<1H OCEAN
21,1431,4.0714,6,278900,<1H OCEAN
16,1769,4.1064,6,246100,<1H OCEAN
16,1971,6.4265,6,263700,<1H OCEAN
23,1196,6.5755,6,272800,<1H OCEAN
24,707,7.0352,6,299600,<1H OCEAN
25,840,4.625,6,245700,<1H OCEAN
23,1209,6.0132,6,259400,<1H OCEAN
19,1787,6.7837,6,264300,<1H OCEAN
18,1048,6.9308,6,231700,<1H OCEAN
15,2531,6.2185,6,280300,<1H OCEAN
5,3521,5.2131,6,243900,<1H OCEAN
19,904,9.2327,6,461300,<1H OCEAN
19,2457,6.0591,6,233500,<1H OCEAN
16,3107,4.2566,6,206100,<1H OCEAN
18,95,3.5625,6,235000,<1H OCEAN
14,1905,6.3303,6,303000,<1H OCEAN
13,1565,5.457,6,308800,<1H OCEAN
11,1460,8.0287,6,371800,<1H OCEAN
17,2054,6.0571,6,272400,<1H OCEAN
14,671,6.5841,6,306400,<1H OCEAN
16,2306,4.6315,6,277500,<1H OCEAN
25,1278,7.0217,6,357900,<1H OCEAN
17,3822,6.0829,6,252600,<1H OCEAN
16,2624,5.3307,6,169600,<1H OCEAN
16,871,6.6678,6,301900,<1H OCEAN
14,2923,6.5437,6,268200,<1H OCEAN
25,524,7.5744,6,259300,<1H OCEAN
22,1485,7.8537,7,354900,<1H OCEAN
4,16122,7.4947,7,366300,<1H OCEAN
9,2090,6.6536,7,307800,<1H OCEAN
8,2070,8.1117,7,410200,<1H OCEAN
7,4160,8.9088,7,415300,<1H OCEAN
23,1568,5.6403,7,233000,<1H OCEAN
21,1350,6.057,7,235900,<1H OCEAN
18,1189,5.2227,7,213500,<1H OCEAN
16,1558,5.806,7,304900,<1H OCEAN
25,676,10.1299,7,454300,<1H OCEAN
17,1605,10.5981,7,460100,<1H OCEAN
9,4005,8.3931,7,365300,<1H OCEAN
16,1665,7.2554,7,335600,<1H OCEAN
16,2146,6.1504,7,266000,<1H OCEAN
16,1663,7.0592,7,288200,<1H OCEAN
23,826,7.7752,7,380000,<1H OCEAN
16,1373,9.8074,7,417000,<1H OCEAN
13,1081,4.3269,7,231400,<1H OCEAN
11,4409,6.67,7,283200,<1H OCEAN
13,2061,7.3681,7,353100,<1H OCEAN
15,1448,8.7124,7,410500,<1H OCEAN
16,1496,6.6207,7,270500,<1H OCEAN
15,1262,6.4415,7,300700,<1H OCEAN
5,1913,6.7274,7,266400,<1H OCEAN
14,1400,10.1316,7,500001,<1H OCEAN
14,954,8.2375,7,388300,<1H OCEAN
4,1753,6.9544,7,314000,<1H OCEAN
12,2443,9.1808,7,413700,<1H OCEAN
2,199,7.1193,7,500001,<1H OCEAN
25,1666,6.0531,7,230700,<1H OCEAN
25,4528,4.2564,7,204600,<1H OCEAN
14,572,8.847,7,388700,<1H OCEAN
18,1506,6.925,7,290300,<1H OCEAN
17,2442,4.7804,7,242000,<1H OCEAN
5,1467,5.2541,7,237100,<1H OCEAN
16,789,8.4112,7,286900,<1H OCEAN
16,1962,6.2177,7,256600,<1H OCEAN
24,1972,5.7871,7,227400,<1H OCEAN
17,1713,6.0471,7,248400,<1H OCEAN
21,860,7.1497,7,274000,<1H OCEAN
24,781,6.8667,7,279600,<1H OCEAN
25,1648,7.5488,7,278100,<1H OCEAN
23,1695,6.1401,7,243200,<1H OCEAN
16,2701,3.929,7,143100,<1H OCEAN
13,2897,6.2403,7,257400,<1H OCEAN
9,3086,4.4063,7,202200,<1H OCEAN
43,930,4.6369,7,186400,<1H OCEAN
36,531,5.6346,7,272500,<1H OCEAN
25,1517,6.7921,7,266000,<1H OCEAN
18,1918,7.5791,7,288100,<1H OCEAN
20,565,7.2592,7,314800,<1H OCEAN
16,1172,7.5196,7,315600,<1H OCEAN
18,692,7.9294,7,280300,<1H OCEAN
16,1642,8.0082,7,286600,<1H OCEAN
16,4732,3.7361,7,197200,<1H OCEAN
18,2025,6.4598,7,282700,<1H OCEAN
19,1295,6.0689,7,248000,<1H OCEAN
16,1649,4.0221,7,236200,<1H OCEAN
19,1646,7.2147,7,303900,<1H OCEAN
16,835,5.5779,7,234800,<1H OCEAN
17,1555,6.7079,7,250800,<1H OCEAN
11,1565,5.1645,7,164100,<1H OCEAN
13,4597,6.2242,7,237900,<1H OCEAN
15,1740,6.7543,7,251900,<1H OCEAN
16,1395,8.4471,7,351300,<1H OCEAN
15,2197,7.5426,7,294800,<1H OCEAN
16,1967,5.5085,7,223300,<1H OCEAN
10,1688,7.7814,7,288700,<1H OCEAN
2,2985,10.1531,7,484100,<1H OCEAN
10,1808,8.798,7,436600,<1H OCEAN
11,810,6.1935,7,293200,<1H OCEAN
4,3256,5.4132,7,216600,<1H OCEAN
9,1293,3.7139,7,196700,<1H OCEAN
6,985,4.2009,7,238000,<1H OCEAN
15,1140,6.2899,7,275000,<1H OCEAN
16,1202,3.4115,7,184800,<1H OCEAN
16,2717,6.1493,7,257800,<1H OCEAN
15,2529,6.4114,7,278700,<1H OCEAN
14,3041,5.826,7,247900,<1H OCEAN
13,1004,5.133,7,316100,<1H OCEAN
4,1312,8.1611,7,348000,<1H OCEAN
6,1794,9.6986,7,357600,<1H OCEAN
5,1185,4.3542,7,195600,<1H OCEAN
2,703,7.8061,7,331400,<1H OCEAN
16,1357,5.5545,7,214200,<1H OCEAN
8,1238,8.0409,7,337900,<1H OCEAN
16,1003,4.7981,7,170800,<1H OCEAN
15,1366,4.8906,7,181800,<1H OCEAN
6,1695,3.7609,7,222300,<1H OCEAN
4,1345,4.6863,7,184400,<1H OCEAN
15,943,5.9339,7,286000,<1H OCEAN
14,650,7.2648,7,363200,<1H OCEAN
15,133,5.136,7,447400,<1H OCEAN
3,991,10.0765,7,378200,<1H OCEAN
5,1862,11.0567,7,495400,<1H OCEAN
3,3191,6.8588,7,302000,<1H OCEAN
29,633,6.5143,7,279800,<1H OCEAN
6,213,10.9704,7,483300,<1H OCEAN
3,563,5.1589,7,167800,<1H OCEAN
4,1693,5.2497,7,215000,<1H OCEAN
4,833,5.7709,7,190300,<1H OCEAN
4,673,6.0722,7,260800,<1H OCEAN
2,2332,4.5022,7,151900,<1H OCEAN
4,1599,6.2464,7,233900,<1H OCEAN
3,1600,6.8004,7,284900,<1H OCEAN
6,2597,4.6076,7,204000,<1H OCEAN
4,897,4.2463,7,182800,<1H OCEAN
4,815,3.375,7,500001,<1H OCEAN
2,1970,6.1078,7,219000,<1H OCEAN
7,2175,10.49,7,500001,<1H OCEAN
23,998,4.0294,7,500001,NEAR OCEAN
12,2104,5.1482,7,500001,NEAR OCEAN
35,946,6.1557,7,402900,NEAR OCEAN
31,1919,4.0313,7,282000,NEAR OCEAN
29,922,4.5476,7,309200,NEAR OCEAN
4,661,6.487,7,294200,NEAR OCEAN
5,1571,5.3705,7,363500,NEAR OCEAN
4,805,7.6012,7,310800,NEAR OCEAN
6,426,4.7237,7,220700,NEAR OCEAN
7,2812,6.3401,7,387300,NEAR OCEAN
26,607,6.2871,7,325500,NEAR OCEAN
25,603,3.3967,7,249400,NEAR OCEAN
27,130,4.875,7,284100,NEAR OCEAN
27,1221,3.2232,7,247100,NEAR OCEAN
27,2321,3.3155,7,231000,NEAR OCEAN
24,850,2.7545,7,231300,NEAR OCEAN
17,910,3.5729,7,370800,NEAR OCEAN
23,1950,4.0647,7,240600,NEAR OCEAN
33,604,2.3545,7,187500,NEAR OCEAN
27,460,3.1029,7,190600,NEAR OCEAN
27,597,3.1395,7,310000,NEAR OCEAN
4,996,5.4031,7,243800,NEAR OCEAN
3,2363,4.3897,7,341300,NEAR OCEAN
22,1797,4.0076,7,252100,NEAR OCEAN
17,878,5.1298,7,246000,NEAR OCEAN
23,1048,4.665,7,280600,NEAR OCEAN
24,851,3.9875,7,346500,NEAR OCEAN
21,1392,5.1439,7,414000,NEAR OCEAN
17,713,6.5954,7,346200,NEAR OCEAN
14,1230,6.5964,7,358800,NEAR OCEAN
22,1081,1.6393,7,500001,<1H OCEAN
24,1409,4.6518,7,277800,<1H OCEAN
25,903,6.6852,7,500001,<1H OCEAN
18,783,5.3999,7,300000,<1H OCEAN
26,952,5.0877,7,288100,<1H OCEAN
28,609,5.1024,7,312700,<1H OCEAN
22,334,2.3846,7,500001,<1H OCEAN
16,628,4.3603,7,248800,<1H OCEAN
3,781,5.6197,7,271600,<1H OCEAN
10,1469,5.4188,7,402200,<1H OCEAN
6,572,13.0502,7,500001,<1H OCEAN
12,1506,7.2013,7,353600,<1H OCEAN
4,1408,6.3369,7,256000,NEAR OCEAN
19,2824,6.0873,7,277300,<1H OCEAN
12,1033,5.6754,7,275900,<1H OCEAN
15,3033,5.49,7,239300,NEAR OCEAN
31,1530,10.3983,7,500001,<1H OCEAN
38,1332,5.0044,7,381200,<1H OCEAN
29,612,7.8239,7,500001,<1H OCEAN
3,2129,7.8915,7,420600,<1H OCEAN
13,1909,4.9821,7,244800,<1H OCEAN
14,704,5.1129,7,251300,<1H OCEAN
17,1176,5.133,7,324000,<1H OCEAN
4,1129,5.7281,7,500001,<1H OCEAN
17,654,9.8321,7,500001,<1H OCEAN
5,1238,6.1785,7,295900,<1H OCEAN
19,1584,6.4211,7,288100,<1H OCEAN
24,969,6.8154,7,265900,<1H OCEAN
17,1194,5.4622,7,227000,<1H OCEAN
16,877,3.0461,7,216900,<1H OCEAN
16,1333,3.475,7,279500,<1H OCEAN
12,1464,6.5413,7,332000,<1H OCEAN
13,1432,7.9283,7,348100,<1H OCEAN
12,1569,8.8636,7,314000,<1H OCEAN
5,2877,7.5177,7,330000,<1H OCEAN
8,899,14.9009,7,500001,<1H OCEAN
8,1176,10.3953,7,500001,<1H OCEAN
7,1731,6.126,7,285600,<1H OCEAN
15,727,5.0527,7,231400,<1H OCEAN
17,1072,4.245,7,214500,<1H OCEAN
16,2557,2.8357,7,106300,<1H OCEAN
15,983,2.1935,7,183300,<1H OCEAN
10,128,8.163,7,250000,<1H OCEAN
19,1481,6.323,7,480800,<1H OCEAN
18,1649,6.3568,7,294300,<1H OCEAN
25,1462,6.1815,7,288500,<1H OCEAN
13,679,5.756,7,305600,<1H OCEAN
18,1302,4.0167,7,189600,<1H OCEAN
16,862,4.4732,7,186300,<1H OCEAN
17,1893,4.0388,7,120400,<1H OCEAN
18,1490,3.4792,7,126400,<1H OCEAN
19,545,2.9762,7,184400,<1H OCEAN
23,1480,3.86,7,300000,<1H OCEAN
20,764,4.1563,7,320800,<1H OCEAN
21,1423,3.5915,7,305600,<1H OCEAN
19,1728,3.668,7,243800,<1H OCEAN
21,881,3.8403,7,350000,<1H OCEAN
5,616,3.8992,7,500001,<1H OCEAN
5,1016,6.065,7,315500,<1H OCEAN
5,1363,7.618,7,341400,<1H OCEAN
5,1546,5.753,7,322800,<1H OCEAN
9,1646,6.8007,7,318300,<1H OCEAN
20,801,6.5394,7,272000,<1H OCEAN
17,2396,6.0868,7,282900,<1H OCEAN
4,1176,3.4455,7,325000,<1H OCEAN
2,1460,6.8279,7,279000,<1H OCEAN
3,3214,4.538,7,278200,<1H OCEAN
5,2834,5.9088,7,288500,<1H OCEAN
17,876,6.1007,7,340900,<1H OCEAN
11,883,13.1477,7,487000,<1H OCEAN
12,1543,6.379,7,500001,<1H OCEAN
2,3550,10.1122,7,500001,<1H OCEAN
4,705,8.3275,7,384200,<1H OCEAN
3,710,6.0743,7,274300,<1H OCEAN
4,1802,7.9338,7,354700,<1H OCEAN
12,1054,7.1736,7,262100,<1H OCEAN
2,703,6.9343,7,298500,<1H OCEAN
3,1033,4.1379,7,183300,<1H OCEAN
4,1512,3.3125,7,138500,<1H OCEAN
7,1883,10.4415,7,453800,<1H OCEAN
15,962,7.3878,7,318300,<1H OCEAN
2,1066,4.6336,7,187500,<1H OCEAN
9,469,3.6196,7,119900,<1H OCEAN
4,1285,4.045,7,226000,<1H OCEAN
6,1846,4.877,7,144300,<1H OCEAN
4,959,6.2661,7,268500,<1H OCEAN
4,505,4.6607,7,173000,<1H OCEAN
4,834,5.5677,7,245400,<1H OCEAN
5,617,8.583,7,397700,<1H OCEAN
4,2969,8.7591,7,434700,<1H OCEAN
10,1156,6.3579,7,336700,<1H OCEAN
6,6223,6.3088,7,340300,<1H OCEAN
14,1490,6.5206,7,368500,<1H OCEAN
9,1720,4.89,7,454100,<1H OCEAN
17,830,5.5507,7,345700,<1H OCEAN
29,3985,2.8192,7,162500,<1H OCEAN
14,2025,8.3634,7,355100,<1H OCEAN
15,878,3.2841,7,158300,<1H OCEAN
12,2042,7.9125,7,344900,<1H OCEAN
15,1060,7.3141,7,337100,<1H OCEAN
3,1486,5.5464,7,207500,<1H OCEAN
4,1315,3.7147,7,137500,<1H OCEAN
16,2356,6.1062,7,274600,<1H OCEAN
16,1587,8.6088,7,307400,<1H OCEAN
16,1249,6.1863,7,355600,<1H OCEAN
14,1293,8.111,7,308900,<1H OCEAN
16,950,5.8399,7,220600,<1H OCEAN
16,1357,4.5909,7,241800,<1H OCEAN
16,945,3.4261,7,219700,<1H OCEAN
16,1525,5.2325,7,286800,<1H OCEAN
16,380,2.2969,7,67500,<1H OCEAN
19,1639,5.0686,7,225600,<1H OCEAN
23,1501,5.5584,7,241700,<1H OCEAN
22,1338,5.8898,7,242800,<1H OCEAN
11,1993,10.4498,7,386100,<1H OCEAN
14,1359,7.9739,7,368700,<1H OCEAN
10,1241,8.7603,7,362500,<1H OCEAN
15,366,4.3636,7,148400,<1H OCEAN
15,470,3.2229,7,108300,<1H OCEAN
18,391,4.1167,7,87500,<1H OCEAN
11,1256,8.2953,7,350500,<1H OCEAN
5,1933,6.9501,7,225700,<1H OCEAN
5,4656,5.7797,7,309200,<1H OCEAN
4,4762,4.7341,7,237400,<1H OCEAN
6,4783,5.928,7,239900,<1H OCEAN
4,2677,6.5069,7,243400,<1H OCEAN
6,125,1.9659,7,500001,<1H OCEAN
15,2383,7.5619,7,302000,<1H OCEAN
15,2380,8.1926,7,326600,<1H OCEAN
23,792,4.9079,7,273800,<1H OCEAN
18,1843,5.7559,7,215800,<1H OCEAN
16,1279,6.9741,7,262000,<1H OCEAN
9,4660,2.885,7,162500,<1H OCEAN
24,1383,6.5987,7,272800,<1H OCEAN
17,363,2.1719,7,261300,<1H OCEAN
16,1317,4.821,7,201400,<1H OCEAN
16,1227,7.3769,7,302400,<1H OCEAN
24,1593,6.8634,7,276500,<1H OCEAN
15,681,5.4248,7,187200,<1H OCEAN
14,744,3.7988,7,184100,<1H OCEAN
15,261,5.0631,7,154000,<1H OCEAN
16,479,2.1406,7,55000,<1H OCEAN
16,2529,5.1299,7,238900,<1H OCEAN
19,1027,6.115,7,315600,<1H OCEAN
16,1575,6.0961,7,295500,<1H OCEAN
16,1429,6.8219,7,325500,<1H OCEAN
16,679,5.7115,7,313900,<1H OCEAN
16,818,6.8722,7,326100,<1H OCEAN
14,1150,4.4391,7,306700,<1H OCEAN
14,874,4.2083,7,251000,<1H OCEAN
15,873,7.9887,7,328000,<1H OCEAN
5,396,3.631,7,225000,<1H OCEAN
8,862,6.9133,7,274100,<1H OCEAN
8,908,7.7589,7,342900,<1H OCEAN
8,1113,4.6019,7,242500,<1H OCEAN
9,675,5.2124,7,199600,<1H OCEAN
9,1194,7.2025,7,275000,<1H OCEAN
9,1447,7.4581,7,296600,<1H OCEAN
8,913,5.1583,7,192200,<1H OCEAN
15,841,6.0634,7,234300,<1H OCEAN
14,852,4.6793,7,236800,<1H OCEAN
13,1137,7.2118,7,311500,<1H OCEAN
11,849,4.0187,7,235600,<1H OCEAN
9,928,5.7858,7,265900,<1H OCEAN
10,1002,8.735,7,375300,<1H OCEAN
5,1179,5.7759,7,240000,<1H OCEAN
5,1147,8.284,7,302500,<1H OCEAN
4,1525,6.7962,7,329100,<1H OCEAN
5,880,2.4233,7,450000,<1H OCEAN
4,788,4.5469,7,500001,<1H OCEAN
4,603,8.7974,7,360600,<1H OCEAN
3,1357,7.9187,7,333600,<1H OCEAN
17,1588,6.276,7,290700,<1H OCEAN
4,1666,4.1652,7,184500,<1H OCEAN
3,3068,6.1395,7,358000,<1H OCEAN
12,1913,4.5094,7,160200,<1H OCEAN
10,1181,6.5743,7,278700,<1H OCEAN
9,954,7.8139,7,304700,<1H OCEAN
13,928,8.1111,7,379800,<1H OCEAN
5,1986,7.5847,7,375700,<1H OCEAN
4,859,5.5631,7,227800,<1H OCEAN
16,1081,7.3518,7,331200,<1H OCEAN
4,428,4.6141,7,195400,<1H OCEAN
3,3318,7.2074,7,291300,<1H OCEAN
16,597,5.409,7,233900,<1H OCEAN
16,3785,6.3298,7,247100,<1H OCEAN
16,1641,6.2162,7,283200,<1H OCEAN
16,3132,7.1069,7,313400,<1H OCEAN
6,832,4.4286,7,239500,<1H OCEAN
5,735,5.2923,7,194000,<1H OCEAN
16,636,5.1741,7,227700,<1H OCEAN
15,890,6.5783,7,244800,<1H OCEAN
16,1275,8.7385,7,340000,<1H OCEAN
13,630,3.3438,7,333300,<1H OCEAN
38,821,4.1304,7,433300,<1H OCEAN
36,658,7.866,7,500001,<1H OCEAN
24,1730,10.9601,7,500001,<1H OCEAN
35,724,5.8371,7,500001,<1H OCEAN
33,167,3.7059,7,237500,<1H OCEAN
41,783,4.1591,7,500001,<1H OCEAN
29,520,2.2969,7,450000,<1H OCEAN
39,1915,3.821,7,452100,<1H OCEAN
21,3173,5.0907,7,378200,<1H OCEAN
29,1070,4.4464,7,500001,<1H OCEAN
28,617,6.7861,7,499100,<1H OCEAN
5,4327,4.8488,7,194400,<1H OCEAN
16,15,3.875,7,450000,<1H OCEAN
15,649,2.5197,7,350000,<1H OCEAN
17,1454,3.7976,7,275000,<1H OCEAN
15,747,6.5356,7,272800,<1H OCEAN
16,515,5.3423,7,291700,<1H OCEAN
24,1831,6.3767,7,269000,<1H OCEAN
16,1022,4,7,223400,<1H OCEAN
16,635,10.0757,7,383900,<1H OCEAN
20,1192,5.8752,7,274200,<1H OCEAN
24,1605,6.4238,7,278400,<1H OCEAN
11,6083,2.4132,7,198300,<1H OCEAN
25,866,7.79,7,500001,<1H OCEAN
15,930,8.6001,7,500001,<1H OCEAN
27,772,10.1275,7,500001,<1H OCEAN
21,1443,9.0519,7,500001,<1H OCEAN
23,1092,7.9367,7,500001,<1H OCEAN
17,1247,10.1989,7,500001,<1H OCEAN
18,316,10.3893,7,500001,<1H OCEAN
14,1505,7.5674,7,500001,<1H OCEAN
13,1865,15.0001,7,500001,<1H OCEAN
17,1175,5.3099,7,500001,<1H OCEAN
28,1134,7.2217,7,500001,<1H OCEAN
28,826,6.9257,7,466400,<1H OCEAN
47,1105,4.1699,7,373700,<1H OCEAN
46,462,3.2708,7,384700,<1H OCEAN
50,519,3.053,7,500001,<1H OCEAN
28,1176,7.9794,7,426100,<1H OCEAN
18,1310,8.4614,7,391900,<1H OCEAN
24,712,10.6349,7,500001,<1H OCEAN
32,1105,5.1837,7,445600,<1H OCEAN
44,515,6.6178,7,500001,<1H OCEAN
15,1382,5.5137,7,161800,<1H OCEAN
16,2103,5.6877,7,231400,<1H OCEAN
9,1111,5.5342,7,182300,<1H OCEAN
21,662,3.1679,7,110000,<1H OCEAN
19,365,2.8583,7,105800,<1H OCEAN
25,891,2.395,7,80300,<1H OCEAN
15,378,1.9,7,162500,<1H OCEAN
19,1711,2.7634,7,86900,<1H OCEAN
16,178,4.8611,7,186800,<1H OCEAN
16,686,3.4706,7,241700,<1H OCEAN
16,857,3.7422,7,229800,<1H OCEAN
17,662,3.5625,7,180800,<1H OCEAN
17,781,3.1779,7,186500,<1H OCEAN
5,1727,4.9,7,255600,<1H OCEAN
16,709,3.2845,7,227600,<1H OCEAN
17,832,2.6759,7,120600,<1H OCEAN
16,1738,3.6484,7,322600,<1H OCEAN
26,634,2.3774,7,74300,<1H OCEAN
8,1312,3.5521,7,229800,<1H OCEAN
25,893,2.3387,7,74800,<1H OCEAN
26,618,2.5685,7,80400,<1H OCEAN
26,774,2.49,7,81100,<1H OCEAN
26,888,2.6848,7,74100,<1H OCEAN
26,669,2.3438,7,72300,<1H OCEAN
25,602,2.7601,7,72500,<1H OCEAN
26,301,2.625,7,80600,<1H OCEAN
25,396,3.1131,7,77100,<1H OCEAN
11,3445,4.1678,7,190900,<1H OCEAN
5,384,4.5833,7,230400,<1H OCEAN
5,857,3.7857,7,231600,<1H OCEAN
4,1030,2.2262,7,225000,<1H OCEAN
4,511,7.9217,7,296200,<1H OCEAN
9,426,3.7875,7,187500,<1H OCEAN
8,950,4.1103,7,250400,<1H OCEAN
15,1049,6.4967,7,387500,<1H OCEAN
17,1798,8.1093,7,410400,<1H OCEAN
18,830,6.3822,7,362500,<1H OCEAN
8,26,4.1944,7,270800,<1H OCEAN
8,1680,8.8693,7,450400,<1H OCEAN
15,1289,11.1121,7,493000,<1H OCEAN
18,808,9.8589,7,500001,<1H OCEAN
16,868,11.0138,7,442100,<1H OCEAN
4,811,12.3411,7,500001,<1H OCEAN
31,1938,8.8742,7,500001,<1H OCEAN
20,1064,6.6155,7,500001,<1H OCEAN
35,782,5.1155,7,500000,<1H OCEAN
44,910,6.6544,7,500001,<1H OCEAN
33,1155,5.2949,7,500001,<1H OCEAN
30,635,6.6265,7,500001,<1H OCEAN
34,1275,4.498,7,482900,<1H OCEAN
36,441,7.8164,7,500001,<1H OCEAN
41,527,4.0764,7,500001,<1H OCEAN
40,952,4.8,7,500001,<1H OCEAN
37,673,5.1048,7,500001,<1H OCEAN
37,921,7.2988,7,500001,NEAR OCEAN
25,906,3.6538,7,500001,<1H OCEAN
23,539,3.5682,7,500001,<1H OCEAN
38,410,11.075,7,500001,<1H OCEAN
37,394,10.3682,7,500001,<1H OCEAN
36,316,10.3048,7,500001,<1H OCEAN
36,771,11.216,7,500001,<1H OCEAN
21,3162,4.7024,7,345400,<1H OCEAN
24,465,3.0625,7,93800,<1H OCEAN
16,1209,8.5574,7,392200,<1H OCEAN
19,860,13.1738,7,500001,<1H OCEAN
16,656,6.3017,7,350000,<1H OCEAN
41,540,6.0247,7,500001,<1H OCEAN
42,539,5,7,500001,<1H OCEAN
44,745,5.1923,7,500001,<1H OCEAN
40,498,5.6336,7,500001,<1H OCEAN
45,653,4.2222,7,500001,<1H OCEAN
44,507,3.4937,7,500001,<1H OCEAN
26,1336,10.2849,7,500001,<1H OCEAN
4,1326,5.4284,7,500001,<1H OCEAN
9,1912,10.8289,7,500001,<1H OCEAN
15,735,15.0001,7,500001,<1H OCEAN
8,375,9.802,7,500001,<1H OCEAN
24,1777,5.9055,7,477300,<1H OCEAN
26,1598,10.1454,7,500001,<1H OCEAN
20,1427,3.1985,7,106300,<1H OCEAN
32,1381,6.1426,7,450700,<1H OCEAN
26,598,3.2125,7,455000,<1H OCEAN
28,832,7.1148,7,500001,<1H OCEAN
26,2673,3.5426,7,295400,<1H OCEAN
33,1621,4.1372,7,265200,<1H OCEAN
13,841,3.6042,7,226000,<1H OCEAN
24,1928,4.6808,7,245500,<1H OCEAN
32,1279,5.5422,7,253100,<1H OCEAN
27,1402,6.632,7,441100,<1H OCEAN
28,1081,3.9375,7,339800,<1H OCEAN
28,1108,5.2549,7,261800,<1H OCEAN
30,1131,4.4135,7,272300,<1H OCEAN
24,590,2.625,7,217900,<1H OCEAN
30,771,3.4125,7,284100,<1H OCEAN
17,762,2.2222,7,276800,<1H OCEAN
37,1030,3.9306,7,268400,<1H OCEAN
36,850,5.0532,7,310900,<1H OCEAN
29,832,4.8098,7,325400,<1H OCEAN
40,876,3.6406,7,326100,<1H OCEAN
32,946,2.7264,7,311100,<1H OCEAN
34,1131,4.9643,7,317900,<1H OCEAN
30,1081,4.9125,7,335700,<1H OCEAN
25,985,3.1305,7,268800,<1H OCEAN
38,1067,2.8553,7,307600,<1H OCEAN
24,696,3.5161,7,236400,<1H OCEAN
32,557,3.5388,7,407000,<1H OCEAN
37,837,5.2416,7,471300,<1H OCEAN
39,553,7.8496,7,490800,<1H OCEAN
35,727,6.5842,7,458500,<1H OCEAN
27,435,5.9196,7,500001,<1H OCEAN
32,944,4.4063,7,500001,<1H OCEAN
35,937,9.2175,7,500001,<1H OCEAN
18,425,5.3369,7,312500,<1H OCEAN
33,859,4.5658,7,500001,<1H OCEAN
34,1052,5.6315,7,484600,<1H OCEAN
28,832,6.5928,7,439100,<1H OCEAN
29,463,6.0516,7,500001,<1H OCEAN
34,384,5.2333,7,471400,NEAR OCEAN
27,791,3.8125,7,366700,<1H OCEAN
37,807,7.0516,7,500001,<1H OCEAN
25,569,3.6607,7,500001,<1H OCEAN
20,2327,5.6637,7,222100,<1H OCEAN
35,1473,4.4211,7,215200,<1H OCEAN
31,1252,2.7143,7,185400,<1H OCEAN
18,871,2.6221,7,272000,<1H OCEAN
24,1478,2.5301,7,192900,<1H OCEAN
24,1623,3.0708,7,188700,<1H OCEAN
24,470,1.6389,7,225000,<1H OCEAN
15,1335,2.7543,7,177800,<1H OCEAN
27,1082,5.8777,7,358800,<1H OCEAN
27,513,6,7,381500,<1H OCEAN
10,1332,4.6161,7,226300,<1H OCEAN
17,2688,3.9917,7,271600,<1H OCEAN
19,1118,4.1029,7,213400,<1H OCEAN
5,497,2.75,7,225000,<1H OCEAN
15,1330,3.4417,7,182500,<1H OCEAN
29,1198,3.5179,7,225000,<1H OCEAN
24,814,2.1074,7,181300,<1H OCEAN
28,807,0.9702,7,225400,<1H OCEAN
25,1314,4.1026,7,211500,<1H OCEAN
20,856,3.184,7,220000,<1H OCEAN
27,1063,2.75,7,275000,<1H OCEAN
28,1397,4.8125,7,244600,<1H OCEAN
27,1391,8.1001,7,336500,<1H OCEAN
26,925,8.1839,7,367000,<1H OCEAN
16,963,5.5,7,224100,<1H OCEAN
15,1015,5.2732,7,209700,<1H OCEAN
34,1559,4.2036,7,220100,<1H OCEAN
19,1156,5.01,7,263800,<1H OCEAN
26,1258,6.4441,7,261000,<1H OCEAN
25,1024,4.4732,7,245600,<1H OCEAN
33,1197,5.069,7,264200,<1H OCEAN
26,1504,7.4056,7,374200,<1H OCEAN
14,3148,4.2071,7,430900,<1H OCEAN
18,702,9.6062,7,414700,<1H OCEAN
26,4738,3.1483,7,213000,<1H OCEAN
30,1289,5.2815,7,229500,<1H OCEAN
16,5014,3.512,7,218400,<1H OCEAN
25,3903,4.8359,7,249200,<1H OCEAN
26,1333,6.1601,7,266100,<1H OCEAN
26,1452,5.0853,7,260300,<1H OCEAN
25,311,6.6833,7,275900,<1H OCEAN
32,1475,4.4625,7,253500,<1H OCEAN
26,2681,4.0341,7,243300,<1H OCEAN
14,1584,4.0417,7,180900,<1H OCEAN
21,1099,3.225,7,193800,<1H OCEAN
22,1952,3.1667,7,161000,<1H OCEAN
