"author","title","venue","volume",'pages',"year",'type',"access","key",'doi',"ee","url"
"Gem Stapleton,John Taylor 0001,Simon J. Thompson,John Howse",The expressiveness of spider diagrams augmented with constants.,J. Vis. Lang. Comput.,20,30-49,2009,Journal Articles,closed,journals/vlc/StapletonTTH09,10.1016/J.JVLC.2008.01.005,https://doi.org/10.1016/j.jvlc.2008.01.005,https://dblp.org/rec/journals/vlc/StapletonTTH09
"Hyunsik Choi,Jihoon Son,YongHyun Cho,Min Kyoung Sung,Yon Dohn Chung","SPIDER - a system for scalable, parallel / distributed evaluation of large-scale RDF data.",CIKM,NaN,2087-2088,2009,Conference and Workshop Papers,closed,conf/cikm/ChoiSCSC09,10.1145/1645953.1646315,https://doi.org/10.1145/1645953.1646315,https://dblp.org/rec/conf/cikm/ChoiSCSC09
"Emilia Golemanova,Kostadin Kratchanov,Tzanko Golemanov",Spider vs. Prolog - computation control.,CompSysTech,NaN,23,2009,Conference and Workshop Papers,closed,conf/compsystech/GolemanovaKG09,10.1145/1731740.1731766,https://doi.org/10.1145/1731740.1731766,https://dblp.org/rec/conf/compsystech/GolemanovaKG09
"Nicola Concer,Salvatore Iamundo,Luciano Bononi",aEqualized - A novel routing algorithm for the Spidergon Network On Chip.,DATE,NaN,749-754,2009,Conference and Workshop Papers,closed,conf/date/ConcerIB09,10.1109/DATE.2009.5090764,https://doi.org/10.1109/DATE.2009.5090764,https://dblp.org/rec/conf/date/ConcerIB09
"Anna Spiteri,Anna Osann,Alfonso Calera,Dirk De Ketelaere","SPIDER - A System of Participatory Information, Decision- Support and Expert Knowledge for Irrigation and River-basin water management.",EnviroInfo,NaN,171,2009,Conference and Workshop Papers,unavailable,conf/enviroinfo/SpiteriOCK09,NaN,http://iai-uiserv1.iai.fzk.de/ictensure/site?mod=litdb&subject=art&pid=LB85225A4&action=detail,https://dblp.org/rec/conf/enviroinfo/SpiteriOCK09
"Faruk Kazi,Philippe Müllhaupt,Ravi N. Banavar,Dominique Bonvin",Dynamics and control of 2D SpiderCrane - A Lie-Bäcklund approach.,ECC,NaN,808-813,2009,Conference and Workshop Papers,closed,conf/eucc/KaziMBB09,10.23919/ECC.2009.7074503,https://doi.org/10.23919/ECC.2009.7074503,https://dblp.org/rec/conf/eucc/KaziMBB09
Zeev Nutov,Approximating Minimum Cost Connectivity Problems via Uncrossable Bifamilies and Spider-Cover Decompositions.,FOCS,NaN,417-426,2009,Conference and Workshop Papers,closed,conf/focs/Nutov09,10.1109/FOCS.2009.9,https://doi.org/10.1109/FOCS.2009.9,https://dblp.org/rec/conf/focs/Nutov09
"Nobukazu Asano,Hideichi Nakamoto,Tetsuo Hagiwara,Shigeo Hirose",Tethered Detachable Hook for the Spiderman Locomotion (Design of the Hook and Its Launching Winch).,FSR,NaN,25-34,2009,Conference and Workshop Papers,closed,conf/fsr/AsanoNHH09,10.1007/978-3-642-13408-1_3,https://doi.org/10.1007/978-3-642-13408-1_3,https://dblp.org/rec/conf/fsr/AsanoNHH09
"Anshul Saxena,Keshav Dubey,Sanjay K. Dhurandher,Isaac Woungang",Tarantula - A Scalable and Extensible Web Spider.,KMIS,NaN,167-172,2009,Conference and Workshop Papers,unavailable,conf/ic3k/SaxenaDDW09,NaN,NaN,https://dblp.org/rec/conf/ic3k/SaxenaDDW09
Li-Yen Hsu,Shaping Parallelism in Pervasive Spider-Web Communication Networks.,PDPTA,NaN,239-245,2009,Conference and Workshop Papers,unavailable,conf/pdpta/Hsu09,NaN,NaN,https://dblp.org/rec/conf/pdpta/Hsu09
"Jong Hyung Kim,Hyun Jun Ko,Sung-Ho Kim,Myung Gu Ji,Jae Bin Lee",Intelligent system of the spider robot for the various moving functions.,RO-MAN,NaN,226-231,2009,Conference and Workshop Papers,closed,conf/ro-man/KimKKJL09,10.1109/ROMAN.2009.5326246,https://doi.org/10.1109/ROMAN.2009.5326246,https://dblp.org/rec/conf/ro-man/KimKKJL09
"Ken Ishibashi,Toni Da Luz,Remy Eynard,Naoki Kita,Nan Jiang,Hiroshi Segi,Keisuke Terada,Kyohei Fujita,Kazunori Miyata",Spider hero - a VR application using pulling force feedback system.,VRCAI,NaN,197-202,2009,Conference and Workshop Papers,closed,conf/vrcai/IshibashiLEKJSTFM09,10.1145/1670252.1670294,https://doi.org/10.1145/1670252.1670294,https://dblp.org/rec/conf/vrcai/IshibashiLEKJSTFM09
"Gerhard Fischer,Markus Rohde,Volker Wulf",Spiders in the Net - Universities as Facilitators of Community-Based Learning.,Learning in Communities,NaN,17-20,2009,Parts in Books or Collections,closed,series/hci/FischerRW09,10.1007/978-1-84800-332-3_4,https://doi.org/10.1007/978-1-84800-332-3_4,https://dblp.org/rec/series/hci/FischerRW09
NaN,Spider.,Encyclopedia of Database Systems,NaN,2752,2009,Reference Works,closed,reference/db/X09xxdc,10.1007/978-0-387-39940-9_3670,https://doi.org/10.1007/978-0-387-39940-9_3670,https://dblp.org/rec/reference/db/X09xxdc
NaN,Spidering.,Encyclopedia of Database Systems,NaN,2752,2009,Reference Works,closed,reference/db/X09xxdd,10.1007/978-0-387-39940-9_3671,https://doi.org/10.1007/978-0-387-39940-9_3671,https://dblp.org/rec/reference/db/X09xxdd
Piotr Bania,Dynamic Data Flow Analysis via Virtual Code Integration (aka The SpiderPig case),CoRR,abs/0906.0724,NaN,2009,Informal Publications,open,journals/corr/abs-0906-0724,NaN,http://arxiv.org/abs/0906.0724,https://dblp.org/rec/journals/corr/abs-0906-0724
"Hui Cheng,Bing Yao,Xiangen Chen,Zhongfu Zhang",On Graceful Generalized Spiders and Caterpillars.,Ars Comb.,87,NaN,2008,Journal Articles,unavailable,journals/arscom/ChengYCZ08,NaN,NaN,https://dblp.org/rec/journals/arscom/ChengYCZ08
"Art F. Y. Poon,Fraser I. Lewis,Simon D. W. Frost,Sergei L. Kosakovsky Pond",Spidermonkey - rapid detection of co-evolving sites using Bayesian graphical models.,Bioinform.,24,1949-1950,2008,Journal Articles,closed,journals/bioinformatics/PoonLFP08,10.1093/BIOINFORMATICS/BTN313,https://doi.org/10.1093/bioinformatics/btn313,https://dblp.org/rec/journals/bioinformatics/PoonLFP08
Wai Chee Shiu,Extremal Hosoya index and Merrifield-Simmons index of hexagonal spiders.,Discret. Appl. Math.,156,2978-2985,2008,Journal Articles,open,journals/dam/Shiu08,10.1016/J.DAM.2008.01.008,https://doi.org/10.1016/j.dam.2008.01.008,https://dblp.org/rec/journals/dam/Shiu08
"Michael Chau,Jialun Qin,Yilu Zhou,Chunju Tseng,Hsinchun Chen",SpidersRUs - Creating specialized search engines in multiple languages.,Decis. Support Syst.,45,621-640,2008,Journal Articles,closed,journals/dss/ChauQZTC08,10.1016/J.DSS.2007.07.006,https://doi.org/10.1016/j.dss.2007.07.006,https://dblp.org/rec/journals/dss/ChauQZTC08
Chu-Chai Henry Chan,Intelligent spider for information retrieval to support mining-based price prediction for online auctioning.,Expert Syst. Appl.,34,347-356,2008,Journal Articles,closed,journals/eswa/Chan08,10.1016/J.ESWA.2006.09.031,https://doi.org/10.1016/j.eswa.2006.09.031,https://dblp.org/rec/journals/eswa/Chan08
Richard S. Bird,Spider Spinning for Dummies.,Advanced Functional Programming,NaN,39-65,2008,Conference and Workshop Papers,closed,conf/afp/Bird08,10.1007/978-3-642-04652-0_2,https://doi.org/10.1007/978-3-642-04652-0_2,https://dblp.org/rec/conf/afp/Bird08
"Aidan J. Delaney,John Taylor 0001,Simon J. Thompson",Spider Diagrams of Order and a Hierarchy of Star-Free Regular Languages.,Diagrams,NaN,172-187,2008,Conference and Workshop Papers,closed,conf/diagrams/DelaneyTT08,10.1007/978-3-540-87730-1_18,https://doi.org/10.1007/978-3-540-87730-1_18,https://dblp.org/rec/conf/diagrams/DelaneyTT08
Gem Stapleton,Spider Diagrams Augmented with Constants - A Complete System.,DMS,NaN,292-299,2008,Conference and Workshop Papers,unavailable,conf/dms/Stapleton08,NaN,NaN,https://dblp.org/rec/conf/dms/Stapleton08
"Xusen Cheng,Linda A. Macaulay",Investigating individual trust for collaboration using spider diagram.,ECCE,NaN,24,2008,Conference and Workshop Papers,closed,conf/ecce/ChengM08,10.1145/1473018.1473048,https://doi.org/10.1145/1473018.1473048,https://dblp.org/rec/conf/ecce/ChengM08
"Frithjof Dau,Andrew Fish",Conceptual Spider Diagrams.,ICCS,NaN,104-118,2008,Conference and Workshop Papers,closed,conf/iccs/DauF08,10.1007/978-3-540-70596-3_7,https://doi.org/10.1007/978-3-540-70596-3_7,https://dblp.org/rec/conf/iccs/DauF08
"Suke Li,Zhong Chen 0001,Liyong Tang,Zhao Wang",TSearch - A Self-learning Vertical Search Spider for Travel.,ICYCS,NaN,348-353,2008,Conference and Workshop Papers,closed,conf/icycs/LiCTW08,10.1109/ICYCS.2008.338,https://doi.org/10.1109/ICYCS.2008.338,https://dblp.org/rec/conf/icycs/LiCTW08
Thomas P. Keenan,"When Spiders Bite - The Use, Misuse, and Unintended Consequences of ""Silent Information"".",FIDIS,NaN,83-91,2008,Conference and Workshop Papers,open,conf/ifip9-6/Keenan08,10.1007/978-3-642-03315-5_6,https://doi.org/10.1007/978-3-642-03315-5_6,https://dblp.org/rec/conf/ifip9-6/Keenan08
"Minghua Zhang,Adam Hale,Eike Luedeling",Feasibility of Using Remote Sensing Techniques to Detect Spider Mite Damage in Stone Fruit Orchards.,IGARSS,NaN,323-326,2008,Conference and Workshop Papers,closed,conf/igarss/ZhangHL08a,10.1109/IGARSS.2008.4778859,https://doi.org/10.1109/IGARSS.2008.4778859,https://dblp.org/rec/conf/igarss/ZhangHL08a
"Alessandro Gasparetto,Renato Vidoni,Tobias Seidl",Kinematic study of the spider system in a biomimetic perspective.,IROS,NaN,3077-3082,2008,Conference and Workshop Papers,closed,conf/iros/GasparettoVS08,10.1109/IROS.2008.4650677,https://doi.org/10.1109/IROS.2008.4650677,https://dblp.org/rec/conf/iros/GasparettoVS08
"Chao Lin Chu,Russell J. Abbott,Debora K. Shuger",Spider Search - An Efficient and Non-Frontier-Based Real-Time Search Algorithm.,ISDA,NaN,487-492,2008,Conference and Workshop Papers,closed,conf/isda/ChuAS08,10.1109/ISDA.2008.125,https://doi.org/10.1109/ISDA.2008.125,https://dblp.org/rec/conf/isda/ChuAS08
"Suboh A. Suboh,Mohamed Bakhouya,Tarek A. El-Ghazawi","Simulation and Evaluation of On-Chip Interconnect Architectures - 2D Mesh, Spidergon, and WK-Recursive Network.",NOCS,NaN,205-206,2008,Conference and Workshop Papers,closed,conf/nocs/SubohBE08,10.1109/NOCS.2008.25,http://doi.ieeecomputersociety.org/10.1109/NOCS.2008.25,https://dblp.org/rec/conf/nocs/SubohBE08
Li-Yen Hsu,Developing Dual-Pair Parallel Processing for Pervasive Communication with Spider-Web Networks.,PDPTA,NaN,200-206,2008,Conference and Workshop Papers,unavailable,conf/pdpta/Hsu08,NaN,NaN,https://dblp.org/rec/conf/pdpta/Hsu08
"Marta Sabou,Jorge Gracia",Spider - Bringing Non-equivalence Mappings to OAEI.,OM,NaN,NaN,2008,Conference and Workshop Papers,open,conf/semweb/SabouG08,NaN,http://ceur-ws.org/Vol-431/oaei08_paper11.pdf,https://dblp.org/rec/conf/semweb/SabouG08
"Ali Ikinci,Thorsten Holz,Felix C. Freiling",Monkey-Spider - Detecting Malicious Websites with Low-Interaction Honeyclients.,Sicherheit,NaN,407-421,2008,Conference and Workshop Papers,open,conf/sicherheit/IkinciHF08,NaN,https://dl.gi.de/20.500.12116/21494,https://dblp.org/rec/conf/sicherheit/IkinciHF08
"Jochen Könemann,Ojas Parekh,David Pritchard",Max-Weight Integral Multicommodity Flow in Spiders and High-Capacity Trees.,WAOA,NaN,1-14,2008,Conference and Workshop Papers,closed,conf/waoa/KonemannPP08,10.1007/978-3-540-93980-1_1,https://doi.org/10.1007/978-3-540-93980-1_1,https://dblp.org/rec/conf/waoa/KonemannPP08
Lingli Sun,The Erdős-Sós conjecture for spiders of diameter 9.,Australas. J Comb.,39,27-38,2007,Journal Articles,open,journals/ajc/Sun07a,NaN,http://ajc.maths.uq.edu.au/pdf/39/ajc_v39_p027.pdf,https://dblp.org/rec/journals/ajc/Sun07a
"Georgios D. Mitsis,Andrew S. French,Ulli Höger,Spiros H. Courellis,Vasilis Z. Marmarelis",Principal dynamic mode analysis of action potential firing in a spider mechanoreceptor.,Biol. Cybern.,96,113-127,2007,Journal Articles,closed,journals/bc/MitsisFHCM07,10.1007/S00422-006-0108-2,https://doi.org/10.1007/s00422-006-0108-2,https://dblp.org/rec/journals/bc/MitsisFHCM07
"Aris Pagourtzis,Katerina Potika,Stathis Zachos",Path multicoloring with fewer colors in spiders and caterpillars.,Computing,80,255-274,2007,Journal Articles,closed,journals/computing/PagourtzisPZ07,10.1007/S00607-007-0234-2,https://doi.org/10.1007/s00607-007-0234-2,https://dblp.org/rec/journals/computing/PagourtzisPZ07
"Genghua Fan,Lingli Sun",The Erdös-Sós conjecture for spiders.,Discret. Math.,307,3055-3062,2007,Journal Articles,open,journals/dm/FanS07,10.1016/J.DISC.2007.03.018,https://doi.org/10.1016/j.disc.2007.03.018,https://dblp.org/rec/journals/dm/FanS07
"Tomás Kaiser,Daniel Král,Ladislav Stacho",Tough spiders.,J. Graph Theory,56,23-40,2007,Journal Articles,closed,journals/jgt/KaiserKS07,10.1002/JGT.20244,https://doi.org/10.1002/jgt.20244,https://dblp.org/rec/journals/jgt/KaiserKS07
"Pradeep Varakantham,Janusz Marecki,Milind Tambe,Makoto Yokoo",SPIDER Attack on a Network of POMDPs - Towards Quality Bounded Solutions.,AAAI Spring Symposium - Game Theoretic and Decision Theoretic Agents,NaN,68-75,2007,Conference and Workshop Papers,closed,conf/aaaiss/VarakanthamMTY07,NaN,http://www.aaai.org/Library/Symposia/Spring/2007/ss07-02-010.php,https://dblp.org/rec/conf/aaaiss/VarakanthamMTY07
"Mahmoud Moadeli,Alireza Shahrabi,Wim Vanderbauwhede,Mohamed Ould-Khaoua",An Analytical Performance Model for the Spidergon NoC.,AINA,NaN,1014-1021,2007,Conference and Workshop Papers,closed,conf/aina/MoadeliSVO07,10.1109/AINA.2007.31,https://doi.org/10.1109/AINA.2007.31,https://dblp.org/rec/conf/aina/MoadeliSVO07
"Pradeep Varakantham,Janusz Marecki,Yuichi Yabu,Milind Tambe,Makoto Yokoo",Letting loose a SPIDER on a network of POMDPs - generating quality guaranteed policies.,AAMAS,NaN,218,2007,Conference and Workshop Papers,closed,conf/atal/VarakanthamMYTY07,10.1145/1329125.1329388,https://doi.org/10.1145/1329125.1329388,https://dblp.org/rec/conf/atal/VarakanthamMYTY07
"Li-Yen Hsu,Shin-Shin Kao",Extending Security/Sustainability through Pervasive Spider Web Networks in Urbanism.,Security and Management,NaN,230-235,2007,Conference and Workshop Papers,unavailable,conf/csreaSAM/HsuK07,NaN,NaN,https://dblp.org/rec/conf/csreaSAM/HsuK07
"Gregory V. Chockler,Roie Melamed,Yoav Tock,Roman Vitenberg",SpiderCast - a scalable interest-aware overlay for topic-based pub/sub communication.,DEBS,NaN,14-25,2007,Conference and Workshop Papers,closed,conf/debs/ChocklerMTV07,10.1145/1266894.1266899,https://doi.org/10.1145/1266894.1266899,https://dblp.org/rec/conf/debs/ChocklerMTV07
"Mick Wallis,Sita Popat,Alice Bayliss,Joslin McKinney,John Bryden,David C. Hogg,Matthew Godden,Rich Walker",SpiderCrab and the emergent object - designing for the twenty-first century.,DUX,NaN,3,2007,Conference and Workshop Papers,closed,conf/dux/WallisPBMBHGW07,10.1145/1389908.1389912,https://doi.org/10.1145/1389908.1389912,https://dblp.org/rec/conf/dux/WallisPBMBHGW07
"Zhengbing Bian,Qian-Ping Gu",Wavelength Assignment in Multifiber WDM Star and Spider Networks.,ICC,NaN,2430-2435,2007,Conference and Workshop Papers,closed,conf/icc/BianG07,10.1109/ICC.2007.351,https://doi.org/10.1109/ICC.2007.351,https://dblp.org/rec/conf/icc/BianG07
"Nick Koudas,Amit Marathe,Divesh Srivastava",Propagating Updates in SPIDER.,ICDE,NaN,1146-1153,2007,Conference and Workshop Papers,closed,conf/icde/KoudasMS07,10.1109/ICDE.2007.368973,https://doi.org/10.1109/ICDE.2007.368973,https://dblp.org/rec/conf/icde/KoudasMS07
"Mahmoud Moadeli,Alireza Shahrabi,Wim Vanderbauwhede,Mohamed Ould-Khaoua",Communication Modelling of the Spidergon NoC with Virtual Channels.,ICPP,NaN,76,2007,Conference and Workshop Papers,closed,conf/icpp/MoadeliSVO07,10.1109/ICPP.2007.28,https://doi.org/10.1109/ICPP.2007.28,https://dblp.org/rec/conf/icpp/MoadeliSVO07
"Shih-Hao Chang,Madjid Merabti,Hala M. Mokhtar",Spider-Net Zone Routing Protocol for Mobile Sink Wireless Sensor Networks.,ICWN,NaN,209-215,2007,Conference and Workshop Papers,unavailable,conf/icwn/ChangMM07,NaN,NaN,https://dblp.org/rec/conf/icwn/ChangMM07
Dhruba J. Baishya,Enhanced Visual Experience and Archival Reusability in Personalized Search Based on Modified Spider Graph.,ISVC,NaN,721-731,2007,Conference and Workshop Papers,closed,conf/isvc/Baishya07,10.1007/978-3-540-76856-2_71,https://doi.org/10.1007/978-3-540-76856-2_71,https://dblp.org/rec/conf/isvc/Baishya07
Rebecca Aghakhan-Mooshiabad,Spider-Man 3 - birth of Sandman.,SIGGRAPH Computer Animation Festival,NaN,128,2007,Conference and Workshop Papers,closed,conf/siggraph/Aghakhan-Mooshiabad07,10.1145/1281740.1281853,https://doi.org/10.1145/1281740.1281853,https://dblp.org/rec/conf/siggraph/Aghakhan-Mooshiabad07
Rebecca Aghakhan-Mooshiabad,Spider-Man 3 - VFX highlights.,SIGGRAPH Computer Animation Festival,NaN,129,2007,Conference and Workshop Papers,closed,conf/siggraph/Aghakhan-Mooshiabad07a,10.1145/1281740.1281854,https://doi.org/10.1145/1281740.1281854,https://dblp.org/rec/conf/siggraph/Aghakhan-Mooshiabad07a
"Chris Allen,Jonathan M. Cohen,Doug Bloom,Daniel P. Ferreira,Sho Hasegawa,Cory McMahon",Levelsets in production - Spider-man 3.,SIGGRAPH Sketches,NaN,29,2007,Conference and Workshop Papers,closed,conf/siggraph/AllenCBFHM07,10.1145/1278780.1278815,https://doi.org/10.1145/1278780.1278815,https://dblp.org/rec/conf/siggraph/AllenCBFHM07
"Sande Scoredos,Scott Stokdyk,Peter Nofz,Spencer Cook,Ken Hahn","""Spider-Man 3"" - triple play.",SIGGRAPH Special Sessions,NaN,4,2007,Conference and Workshop Papers,closed,conf/siggraph/ScoredosSNCH07,10.1145/1278740.1278745,https://doi.org/10.1145/1278740.1278745,https://dblp.org/rec/conf/siggraph/ScoredosSNCH07
"Go Sugimoto,Achille Felicetti,Cinzia Perlingieri,Sorin Hermon",CIDOC-CRM Spider - Stonehenge as an Example of Semantic Data Integration.,VAST,NaN,47-54,2007,Conference and Workshop Papers,closed,conf/vast/SugimotoFPH07,10.2312/VAST/VAST07/047-054,https://doi.org/10.2312/VAST/VAST07/047-054,https://dblp.org/rec/conf/vast/SugimotoFPH07
"Aidan J. Delaney,Gem Stapleton",Spider Diagrams of Order.,VLL,NaN,27-39,2007,Conference and Workshop Papers,open,conf/vl/DelaneyS07,NaN,http://ceur-ws.org/Vol-274/paper3.pdf,https://dblp.org/rec/conf/vl/DelaneyS07
Massimiliano Zanin,WWW Spiders - an introduction,CoRR,abs/0710.5054,NaN,2007,Informal Publications,open,journals/corr/abs-0710-5054,NaN,http://arxiv.org/abs/0710.5054,https://dblp.org/rec/journals/corr/abs-0710-5054
Marco A. Palomino,"On the construction of a continuous, parallel and distributed spider.",NaN,NaN,NaN,2006,Books and Theses,closed,phd/ethos/Palomino06,NaN,https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.613899,https://dblp.org/rec/phd/ethos/Palomino06
"Matthew H. J. Cordes,Greta J. Binford",Lateral gene transfer of a dermonecrotic toxin between spiders and bacteria.,Bioinform.,22,264-268,2006,Journal Articles,closed,journals/bioinformatics/CordesB06,10.1093/BIOINFORMATICS/BTI811,https://doi.org/10.1093/bioinformatics/bti811,https://dblp.org/rec/journals/bioinformatics/CordesB06
"Xiaomei Wu,Lei Zhu,Jie Guo,Cong Fu,Hongjun Zhou,Dong Dong,Zhenbo Li,Da-Yong Zhang,Kui Lin",SPIDer - Saccharomyces protein-protein interaction database.,BMC Bioinform.,7,NaN,2006,Journal Articles,open,journals/bmcbi/WuZGFZDLZL06,10.1186/1471-2105-7-S5-S16,https://doi.org/10.1186/1471-2105-7-S5-S16,https://dblp.org/rec/journals/bmcbi/WuZGFZDLZL06
"Takeo Ohnishi,Toshiyuki Asakura",Velocity Control Strategy for a Spider-Robot Based on Autonomous Walking Form Transition.,J. Adv. Comput. Intell. Intell. Informatics,10,60-68,2006,Journal Articles,open,journals/jaciii/OhnishiA06,10.20965/JACIII.2006.P0060,https://doi.org/10.20965/jaciii.2006.p0060,https://dblp.org/rec/journals/jaciii/OhnishiA06
"Gerhard Fischer,Markus Rohde,Volker Wulf",Spiders in the Net - Universities as Facilitators of Community-based Learning.,J. Community Informatics,2,NaN,2006,Journal Articles,open,journals/jci/FischerRW06,10.15353/JOCI.V2I2.2087,https://doi.org/10.15353/joci.v2i2.2087,https://dblp.org/rec/journals/jci/FischerRW06
Nicholas Pippenger,The Linking Probability of Deep Spider-Web Networks.,SIAM J. Discret. Math.,20,143-159,2006,Journal Articles,closed,journals/siamdm/Pippenger06,10.1137/050624376,https://doi.org/10.1137/050624376,https://dblp.org/rec/journals/siamdm/Pippenger06
