,totalprice,houseinfo,followinfo
952,456,3室2厅 | 112.41平米 | 东南 | 简装 | 高楼层(共32层) | 2003年建 | 塔楼,17人关注 / 18天以前发布
953,580,2室1厅 | 90.96平米 | 南 西 北 | 精装 | 低楼层(共24层) | 2015年建 | 板塔结合,16人关注 / 17天以前发布
954,220,2室1厅 | 58.08平米 | 东 西 | 简装 | 低楼层(共6层) | 1991年建 | 板楼,3人关注 / 17天以前发布
955,360,2室2厅 | 87.95平米 | 南 北 | 精装 | 中楼层(共6层) | 2004年建 | 板楼,25人关注 / 29天以前发布
956,415,2室1厅 | 85.48平米 | 南 | 精装 | 13层 | 2016年建 | 板楼,20人关注 / 31天以前发布
957,416,2室1厅 | 70.27平米 | 东 南 北 | 精装 | 底层(共6层)  | 板楼,35人关注 / 22天以前发布
958,256,2室1厅 | 56.22平米 | 南 北 | 精装 | 底层(共6层) | 1990年建 | 板楼,37人关注 / 28天以前发布
959,1100,3室2厅 | 107.93平米 | 西北 | 精装 | 低楼层(共16层) | 1997年建 | 塔楼,19人关注 / 19天以前发布
960,398,2室1厅 | 81.74平米 | 南 北 | 精装 | 底层(共11层) | 2014年建 | 板楼,26人关注 / 24天以前发布
961,456,3室2厅 | 112.41平米 | 东南 | 简装 | 高楼层(共32层) | 2003年建 | 塔楼,17人关注 / 18天以前发布
962,448,2室2厅 | 97.41平米 | 南 北 | 简装 | 中楼层(共6层) | 2001年建 | 板楼,19人关注 / 18天以前发布
963,970,2室1厅 | 80.68平米 | 西南 | 精装 | 18层 | 2003年建 | 板塔结合,82人关注 / 22天以前发布
964,332,2室1厅 | 74.88平米 | 南 北 | 精装 | 顶层(共6层) | 1999年建 | 板楼,11人关注 / 20天以前发布
965,748,2室1厅 | 86.74平米 | 东北 | 精装 | 15层 | 2008年建 | 板塔结合,18人关注 / 31天以前发布
966,639,3室1厅 | 108.11平米 | 南 北 | 精装 | 底层(共8层) | 2005年建 | 板楼,25人关注 / 17天以前发布
967,256,2室1厅 | 56.22平米 | 南 北 | 精装 | 底层(共6层) | 1990年建 | 板楼,37人关注 / 28天以前发布
968,1100,3室2厅 | 107.93平米 | 西北 | 精装 | 低楼层(共16层) | 1997年建 | 塔楼,19人关注 / 19天以前发布
969,495,2室1厅 | 55.38平米 | 东南 西北 | 精装 | 高楼层(共6层) | 1988年建 | 板楼,43人关注 / 28天以前发布
970,629,3室1厅 | 88.95平米 | 南 北 | 简装 | 中楼层(共8层) | 2010年建 | 板楼,8人关注 / 17天以前发布
971,410,2室2厅 | 92.37平米 | 西 | 精装 | 高楼层(共20层) | 2007年建 | 塔楼,21人关注 / 22天以前发布
972,395,3室2厅 | 109.93平米 | 南 北 | 简装 | 7层  | 板楼,38人关注 / 20天以前发布
973,580,2室1厅 | 90.96平米 | 南 西 北 | 精装 | 低楼层(共24层) | 2015年建 | 板塔结合,16人关注 / 17天以前发布
974,330,2室1厅 | 74.83平米 | 南 北 | 精装 | 中楼层(共6层) | 2004年建 | 板楼,127人关注 / 26天以前发布
975,790,2室1厅 | 78.1平米 | 东南 | 简装 | 低楼层(共12层) | 1998年建 | 塔楼,66人关注 / 20天以前发布
976,1200,2室1厅 | 105.71平米 | 南 | 精装 | 中楼层(共25层)  | 板塔结合,28人关注 / 29天以前发布
977,610,2室1厅 | 68.07平米 | 南 北 | 精装 | 13层 | 2004年建 | 板楼,42人关注 / 19天以前发布
978,1038,3室1厅 | 87.18平米 | 东 | 精装 | 18层 | 2000年建 | 板塔结合,59人关注 / 24天以前发布
979,645,2室1厅 | 57.6平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,25人关注 / 22天以前发布
980,663,2室1厅 | 56.9平米 | 南 北 | 简装 | 高楼层(共19层) | 1989年建 | 塔楼,30人关注 / 22天以前发布
981,675,2室1厅 | 99平米 | 南 北 | 精装 | 中楼层(共6层) | 2003年建 | 板楼,32人关注 / 21天以前发布
982,389,1室1厅 | 70.97平米 | 西 北 | 精装 | 中楼层(共12层) | 2005年建 | 板塔结合,7人关注 / 22天以前发布
983,660,3室2厅 | 143.73平米 | 南 北 | 精装 | 低楼层(共9层) | 2008年建 | 板楼,17人关注 / 30天以前发布
984,340,3室1厅 | 89.52平米 | 西北 | 简装 | 低楼层(共26层)  | 塔楼,48人关注 / 27天以前发布
985,470,2室1厅 | 89.2平米 | 南 | 精装 | 低楼层(共28层)  | 板塔结合,31人关注 / 16天以前发布
986,243,1室1厅 | 49.69平米 | 东 | 精装 | 顶层(共9层) | 2000年建 | 板塔结合,53人关注 / 25天以前发布
987,620,2室2厅 | 87.06平米 | 南 北 | 精装 | 中楼层(共6层) | 2003年建 | 板楼,38人关注 / 24天以前发布
988,296,1室1厅 | 63.76平米 | 西北 | 精装 | 低楼层(共18层) | 2011年建 | 塔楼,33人关注 / 28天以前发布
989,258,3室1厅 | 81.79平米 | 南 北 | 精装 | 中楼层(共6层) | 1996年建 | 板楼,20人关注 / 30天以前发布
990,429,2室1厅 | 87.02平米 | 南 北 | 简装 | 7层 | 2002年建 | 板楼,45人关注 / 30天以前发布
991,540,2室1厅 | 97.34平米 | 南 北 | 简装 | 中楼层(共5层) | 2007年建 | 板楼,19人关注 / 22天以前发布
992,610,2室1厅 | 68.07平米 | 南 北 | 精装 | 13层 | 2004年建 | 板楼,42人关注 / 19天以前发布
993,258,3室1厅 | 81.79平米 | 南 北 | 精装 | 中楼层(共6层) | 1996年建 | 板楼,20人关注 / 30天以前发布
994,663,2室1厅 | 56.9平米 | 南 北 | 简装 | 高楼层(共19层) | 1989年建 | 塔楼,30人关注 / 22天以前发布
995,338,1室1厅 | 69.23平米 | 南 | 精装 | 13层 | 2006年建 | 板楼,21人关注 / 29天以前发布
996,412,2室1厅 | 84.34平米 | 南 北 | 简装 | 低楼层(共11层) | 2005年建 | 板塔结合,61人关注 / 27天以前发布
997,168,2室1厅 | 75.37平米 | 南 | 简装 | 高楼层(共18层)  | 板楼,5人关注 / 20天以前发布
998,660,2室1厅 | 59.66平米 | 东南 | 简装 | 19层 | 1999年建 | 塔楼,91人关注 / 24天以前发布
999,1598,2室1厅 | 138.77平米 | 南 | 精装 | 中楼层(共31层) | 2004年建 | 板塔结合,24人关注 / 28天以前发布
1000,650,2室1厅 | 58.76平米 | 东 西 | 精装 | 中楼层(共6层)  | 板楼,16人关注 / 21天以前发布
1001,453,2室1厅 | 80.53平米 | 东南 | 精装 | 低楼层(共24层) | 1999年建 | 塔楼,87人关注 / 23天以前发布
1002,468,2室1厅 | 99.56平米 | 南 | 精装 | 高楼层(共27层) | 2010年建 | 板塔结合,26人关注 / 18天以前发布
1003,1200,2室1厅 | 106.44平米 | 东 | 精装 | 中楼层(共24层)  | 塔楼,15人关注 / 26天以前发布
1004,533,2室1厅 | 94.41平米 | 南 北 | 精装 | 低楼层(共6层) | 2004年建 | 板楼,23人关注 / 22天以前发布
1005,560,2室1厅 | 50.5平米 | 南 | 简装 | 中楼层(共5层) | 1976年建 | 板楼,44人关注 / 27天以前发布
1006,390,2室1厅 | 84.68平米 | 南 北 | 简装 | 中楼层(共18层) | 2012年建 | 板楼,30人关注 / 24天以前发布
1007,335,2室1厅 | 56.67平米 | 南 北 | 精装 | 中楼层(共6层) | 1988年建 | 板楼,57人关注 / 19天以前发布
1008,739,3室1厅 | 111.77平米 | 东北 | 简装 | 高楼层(共25层) | 2002年建 | 塔楼,25人关注 / 27天以前发布
1009,406,2室1厅 | 56.82平米 | 东 西 | 精装 | 高楼层(共6层) | 1987年建 | 板楼,53人关注 / 29天以前发布
1010,505,3室1厅 | 80.55平米 | 东南 南 | 简装 | 中楼层(共18层) | 1993年建 | 塔楼,54人关注 / 19天以前发布
1011,490,2室1厅 | 75.56平米 | 南 北 | 简装 | 11层 | 2013年建 | 板楼,24人关注 / 24天以前发布
1012,948,3室2厅 | 134.8平米 | 西南 | 精装 | 高楼层(共25层)  | 塔楼,39人关注 / 27天以前发布
1013,688,2室1厅 | 62.7平米 | 南 | 精装 | 中楼层(共16层) | 1986年建 | 塔楼,20人关注 / 19天以前发布
1014,466,2室2厅 | 105.04平米 | 东南 北 | 简装 | 低楼层(共11层) | 2009年建 | 板塔结合,7人关注 / 22天以前发布
1015,485,2室2厅 | 61.3平米 | 南 北 | 精装 | 中楼层(共6层) | 1988年建 | 板楼,60人关注 / 25天以前发布
1016,185.5,2室1厅 | 83.64平米 | 南 北 | 简装 | 6层  | 板楼,4人关注 / 30天以前发布
1017,1150,2室1厅 | 98.61平米 | 南 | 精装 | 高楼层(共19层)  | 塔楼,32人关注 / 29天以前发布
1018,279,2室1厅 | 85.89平米 | 南 北 | 精装 | 中楼层(共21层) | 2010年建 | 板楼,9人关注 / 17天以前发布
1019,508,2室1厅 | 60.29平米 | 南 北 | 简装 | 中楼层(共6层) | 1986年建 | 板楼,72人关注 / 22天以前发布
1020,452,2室1厅 | 108.71平米 | 东南 | 简装 | 中楼层(共21层) | 2000年建 | 塔楼,25人关注 / 22天以前发布
1021,1520,3室2厅 | 130.68平米 | 南 北 | 简装 | 中楼层(共19层)  | 板塔结合,38人关注 / 17天以前发布
1022,207,1室1厅 | 52.98平米 | 东 西 | 精装 | 顶层(共6层) | 1992年建 | 板楼,8人关注 / 16天以前发布
1023,350,2室1厅 | 55.47平米 | 南 | 精装 | 中楼层(共6层) | 1986年建 | 板楼,37人关注 / 26天以前发布
1024,428,2室1厅 | 95.83平米 | 南 北 | 精装 | 顶层(共6层) | 2003年建 | 板楼,26人关注 / 24天以前发布
1025,397,2室1厅 | 89.93平米 | 南 北 | 简装 | 高楼层(共13层) | 2003年建 | 板楼,11人关注 / 20天以前发布
1026,660,2室2厅 | 112.05平米 | 南 北 | 精装 | 顶层(共19层) | 2004年建 | 板塔结合,12人关注 / 23天以前发布
1027,640,2室2厅 | 86.23平米 | 南 北 | 精装 | 中楼层(共11层) | 2011年建 | 板楼,30人关注 / 27天以前发布
1028,918,2室1厅 | 98.04平米 | 西南 | 简装 | 顶层(共28层)  | 塔楼,7人关注 / 29天以前发布
1029,530,3室1厅 | 107.64平米 | 南 北 | 精装 | 6层 | 2007年建 | 板塔结合,14人关注 / 20天以前发布
1030,358,2室1厅 | 71.33平米 | 南 北 | 精装 | 高楼层(共6层)  | 塔楼,34人关注 / 23天以前发布
1031,579,2室1厅 | 88平米 | 南 | 简装 | 低楼层(共22层) | 2004年建 | 塔楼,27人关注 / 24天以前发布
1032,375,2室1厅 | 72.68平米 | 西南 | 精装 | 高楼层(共24层) | 1998年建 | 塔楼,37人关注 / 22天以前发布
1033,375,2室1厅 | 60.68平米 | 南 北 | 简装 | 低楼层(共6层) | 1985年建 | 板楼,106人关注 / 18天以前发布
1034,1050,3室2厅 | 135.52平米 | 西南 | 精装 | 27层 | 2006年建 | 塔楼,32人关注 / 23天以前发布
1035,239,2室1厅 | 49.7平米 | 南 北 | 精装 | 低楼层(共6层) | 1982年建 | 板楼,18人关注 / 16天以前发布
1036,880,2室2厅 | 100.8平米 | 南 北 | 精装 | 底层(共5层) | 2004年建 | 板楼,111人关注 / 27天以前发布
1037,585,3室2厅 | 128.15平米 | 南 北 | 精装 | 中楼层(共10层) | 2014年建 | 板塔结合,20人关注 / 24天以前发布
1038,435,5室1厅 | 106.76平米 | 南 北 | 简装 | 高楼层(共14层) | 2016年建 | 板楼,18人关注 / 30天以前发布
1039,549,2室2厅 | 92.78平米 | 东南 | 精装 | 低楼层(共9层)  | 板楼,19人关注 / 24天以前发布
1040,715,2室1厅 | 64.78平米 | 东 西 | 精装 | 中楼层(共12层)  | 板塔结合,21人关注 / 20天以前发布
1041,482,3室1厅 | 86.96平米 | 东北 | 其他 | 中楼层(共21层) | 2010年建 | 板塔结合,30人关注 / 26天以前发布
1042,689,2室1厅 | 104.48平米 | 南 北 | 简装 | 底层(共15层) | 2006年建 | 板楼,10人关注 / 23天以前发布
1043,268,3室1厅 | 84.07平米 | 南 北 | 精装 | 中楼层(共5层) | 1998年建 | 板楼,35人关注 / 26天以前发布
1044,745,2室1厅 | 76.94平米 | 西南 | 简装 | 中楼层(共18层) | 2003年建 | 塔楼,27人关注 / 29天以前发布
1045,410,2室1厅 | 95.62平米 | 西 | 简装 | 低楼层(共32层) | 2003年建 | 塔楼,15人关注 / 21天以前发布
1046,308,1室1厅 | 53.54平米 | 东 北 | 精装 | 中楼层(共14层)  | 板塔结合,2人关注 / 16天以前发布
1047,638,3室2厅 | 136.97平米 | 南 北 | 精装 | 高楼层(共9层) | 2005年建 | 板楼,52人关注 / 27天以前发布
1048,857,2室2厅 | 104.11平米 | 南 | 精装 | 中楼层(共14层) | 2005年建 | 板楼,80人关注 / 21天以前发布
1049,329,2室1厅 | 77.89平米 | 东 西 | 简装 | 中楼层(共9层) | 2013年建 | 板楼,51人关注 / 23天以前发布
1050,350,2室1厅 | 55.47平米 | 南 | 精装 | 中楼层(共6层) | 1986年建 | 板楼,37人关注 / 26天以前发布
1051,579,2室1厅 | 88平米 | 南 | 简装 | 低楼层(共22层) | 2004年建 | 塔楼,27人关注 / 24天以前发布
1052,660,3室2厅 | 143.73平米 | 南 北 | 精装 | 低楼层(共9层) | 2008年建 | 板楼,17人关注 / 30天以前发布
1053,1200,2室1厅 | 106.44平米 | 东 | 精装 | 中楼层(共24层)  | 塔楼,15人关注 / 26天以前发布
1054,468,2室1厅 | 99.56平米 | 南 | 精装 | 高楼层(共27层) | 2010年建 | 板塔结合,26人关注 / 18天以前发布
1055,520,2室1厅 | 83.92平米 | 南 北 | 精装 | 低楼层(共6层) | 2003年建 | 板楼,26人关注 / 18天以前发布
1056,533,2室1厅 | 94.41平米 | 南 北 | 精装 | 低楼层(共6层) | 2004年建 | 板楼,23人关注 / 22天以前发布
1057,560,2室1厅 | 50.5平米 | 南 | 简装 | 中楼层(共5层) | 1976年建 | 板楼,44人关注 / 27天以前发布
1058,1598,2室1厅 | 138.77平米 | 南 | 精装 | 中楼层(共31层) | 2004年建 | 板塔结合,24人关注 / 28天以前发布
1059,453,2室1厅 | 80.53平米 | 东南 | 精装 | 低楼层(共24层) | 1999年建 | 塔楼,87人关注 / 23天以前发布
1060,650,2室1厅 | 58.76平米 | 东 西 | 精装 | 中楼层(共6层)  | 板楼,16人关注 / 21天以前发布
1061,660,2室1厅 | 59.66平米 | 东南 | 简装 | 19层 | 1999年建 | 塔楼,91人关注 / 24天以前发布
1062,505,2室1厅 | 71.57平米 | 南 北 | 精装 | 中楼层(共6层) | 1996年建 | 板楼,50人关注 / 28天以前发布
1063,970,2室1厅 | 100.44平米 | 西南 | 精装 | 中楼层(共21层) | 2007年建 | 板楼,13人关注 / 25天以前发布
1064,429,2室1厅 | 101.37平米 | 东南 | 简装 | 低楼层(共17层) | 2001年建 | 塔楼,16人关注 / 20天以前发布
1065,485,2室1厅 | 94.72平米 | 南 北 | 精装 | 中楼层(共16层) | 2002年建 | 板楼,36人关注 / 18天以前发布
1066,168,2室1厅 | 75.37平米 | 南 | 简装 | 高楼层(共18层)  | 板楼,5人关注 / 20天以前发布
1067,1680,2室2厅 | 114.8平米 | 西南 | 精装 | 低楼层(共18层) | 2007年建 | 板塔结合,22人关注 / 24天以前发布
1068,329,2室1厅 | 77.89平米 | 东 西 | 简装 | 中楼层(共9层) | 2013年建 | 板楼,51人关注 / 23天以前发布
1069,470,2室1厅 | 89.2平米 | 南 | 精装 | 低楼层(共28层)  | 板塔结合,31人关注 / 16天以前发布
1070,620,2室2厅 | 87.06平米 | 南 北 | 精装 | 中楼层(共6层) | 2003年建 | 板楼,38人关注 / 24天以前发布
1071,243,1室1厅 | 49.69平米 | 东 | 精装 | 顶层(共9层) | 2000年建 | 板塔结合,53人关注 / 25天以前发布
1072,258,3室1厅 | 81.79平米 | 南 北 | 精装 | 中楼层(共6层) | 1996年建 | 板楼,20人关注 / 30天以前发布
1073,389,1室1厅 | 70.97平米 | 西 北 | 精装 | 中楼层(共12层) | 2005年建 | 板塔结合,7人关注 / 22天以前发布
1074,340,3室1厅 | 89.52平米 | 西北 | 简装 | 低楼层(共26层)  | 塔楼,48人关注 / 27天以前发布
1075,275,1室1厅 | 57.11平米 | 北 | 简装 | 低楼层(共28层) | 2005年建 | 塔楼,7人关注 / 27天以前发布
1076,675,2室1厅 | 99平米 | 南 北 | 精装 | 中楼层(共6层) | 2003年建 | 板楼,32人关注 / 21天以前发布
1077,540,2室1厅 | 97.34平米 | 南 北 | 简装 | 中楼层(共5层) | 2007年建 | 板楼,19人关注 / 22天以前发布
1078,296,1室1厅 | 63.76平米 | 西北 | 精装 | 低楼层(共18层) | 2011年建 | 塔楼,33人关注 / 28天以前发布
1079,857,2室2厅 | 104.11平米 | 南 | 精装 | 中楼层(共14层) | 2005年建 | 板楼,80人关注 / 21天以前发布
1080,880,2室2厅 | 100.8平米 | 南 北 | 精装 | 底层(共5层) | 2004年建 | 板楼,111人关注 / 27天以前发布
1081,1520,3室2厅 | 130.68平米 | 南 北 | 简装 | 中楼层(共19层)  | 板塔结合,38人关注 / 17天以前发布
1082,1470,3室2厅 | 148.74平米 | 东南 | 精装 | 中楼层(共22层) | 2004年建 | 板塔结合,40人关注 / 26天以前发布
1083,207,1室1厅 | 52.98平米 | 东 西 | 精装 | 顶层(共6层) | 1992年建 | 板楼,8人关注 / 16天以前发布
1084,709,3室1厅 | 94.85平米 | 南 北 | 简装 | 顶层(共6层) | 1997年建 | 板楼,35人关注 / 27天以前发布
1085,426,2室1厅 | 69.82平米 | 南 北 | 简装 | 低楼层(共7层) | 1998年建 | 板楼,36人关注 / 28天以前发布
1086,450,2室1厅 | 86.38平米 | 南 | 精装 | 中楼层(共18层) | 1995年建 | 塔楼,9人关注 / 16天以前发布
1087,375,2室1厅 | 60.68平米 | 南 北 | 简装 | 低楼层(共6层) | 1985年建 | 板楼,106人关注 / 18天以前发布
1088,688,3室1厅 | 127.08平米 | 东南 | 简装 | 中楼层(共28层) | 2005年建 | 塔楼,40人关注 / 23天以前发布
1089,239,2室1厅 | 49.7平米 | 南 北 | 精装 | 低楼层(共6层) | 1982年建 | 板楼,18人关注 / 16天以前发布
1090,398,2室1厅 | 64.18平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,25人关注 / 18天以前发布
1091,375,2室1厅 | 72.68平米 | 西南 | 精装 | 高楼层(共24层) | 1998年建 | 塔楼,37人关注 / 22天以前发布
1092,499,2室1厅 | 83.45平米 | 南 北 | 精装 | 低楼层(共14层) | 2001年建 | 板楼,57人关注 / 27天以前发布
1093,199,2室0厅 | 44.03平米 | 南 | 简装 | 底层(共5层) | 1979年建 | 板楼,7人关注 / 17天以前发布
1094,545,2室2厅 | 90.21平米 | 西南 北 | 简装 | 高楼层(共25层) | 2002年建 | 塔楼,37人关注 / 29天以前发布
1095,450,2室1厅 | 69.8平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,55人关注 / 17天以前发布
1096,249,2室1厅 | 88.57平米 | 东 | 精装 | 中楼层(共15层) | 2011年建 | 塔楼,23人关注 / 24天以前发布
1097,1050,3室2厅 | 135.52平米 | 西南 | 精装 | 27层 | 2006年建 | 塔楼,32人关注 / 23天以前发布
1098,482,2室1厅 | 96.08平米 | 南 北 | 精装 | 中楼层(共7层) | 2000年建 | 板楼,50人关注 / 23天以前发布
1099,545,2室1厅 | 59.4平米 | 东 南 西 | 简装 | 顶层(共6层)  | 板楼,74人关注 / 25天以前发布
1100,449,2室1厅 | 88.91平米 | 南 北 | 精装 | 低楼层(共27层)  | 板塔结合,20人关注 / 27天以前发布
1101,303,2室1厅 | 63.68平米 | 南 北 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,6人关注 / 21天以前发布
1102,223,1室1厅 | 58.29平米 | 南 | 精装 | 低楼层(共28层) | 2015年建 | 板楼,9人关注 / 20天以前发布
1103,238,1室1厅 | 48.76平米 | 南 北 | 精装 | 中楼层(共6层) | 2017年建 | 板楼,46人关注 / 20天以前发布
1104,1210,2室2厅 | 91.9平米 | 南 | 精装 | 中楼层(共22层) | 2010年建 | 板塔结合,83人关注 / 27天以前发布
1105,568,3室1厅 | 63.1平米 | 南 北 | 简装 | 中楼层(共6层) | 1988年建 | 板楼,13人关注 / 24天以前发布
1106,613,2室1厅 | 101.29平米 | 南 北 | 精装 | 中楼层(共20层) | 2007年建 | 板楼,16人关注 / 29天以前发布
